iso3,country,year,species,population,flag
PRT,Portugal,2005,"Mules and Asses",40000,
PRT,Portugal,2005,"Sheep and Goats",3311599,
PRT,Portugal,2005,"Sheep",2848367,
PRT,Portugal,2005,"Swine",1935000,
PRT,Portugal,2006,"Cattle",1478333,
PRT,Portugal,2006,"Cattle, dairy",284333,
PRT,Portugal,2006,"Cattle, non-dairy",1194000,
PRT,Portugal,2006,"Goats",471233,
PRT,Portugal,2006,"Horses",48667,
PRT,Portugal,2006,"Mules and Asses",35667,
PRT,Portugal,2006,"Sheep and Goats",3340933,
PRT,Portugal,2006,"Sheep",2869700,
PRT,Portugal,2006,"Swine",1945000,
PRT,Portugal,2007,"Cattle",1479333,
PRT,Portugal,2007,"Cattle, dairy",275000,
PRT,Portugal,2007,"Cattle, non-dairy",1204333,
PRT,Portugal,2007,"Goats",460667,
PRT,Portugal,2007,"Horses",47333,
PRT,Portugal,2007,"Mules and Asses",33000,
PRT,Portugal,2007,"Sheep and Goats",3275393,
PRT,Portugal,2007,"Sheep",2814726,
PRT,Portugal,2007,"Swine",1947667,
PRT,Portugal,2008,"Cattle",1479667,
PRT,Portugal,2008,"Cattle, dairy",268667,
PRT,Portugal,2008,"Cattle, non-dairy",1211000,
PRT,Portugal,2008,"Goats",446667,
PRT,Portugal,2008,"Horses",45667,
PRT,Portugal,2008,"Mules and Asses",29333,
PRT,Portugal,2008,"Sheep and Goats",3146416,
PRT,Portugal,2008,"Sheep",2699749,
PRT,Portugal,2008,"Swine",1947667,
PRT,Portugal,2009,"Cattle",1478667,
PRT,Portugal,2009,"Cattle, dairy",263333,
PRT,Portugal,2009,"Cattle, non-dairy",1215333,
PRT,Portugal,2009,"Goats",432333,
PRT,Portugal,2009,"Horses",41667,
PRT,Portugal,2009,"Mules and Asses",25667,
PRT,Portugal,2009,"Sheep and Goats",2974929,
PRT,Portugal,2009,"Sheep",2542596,
PRT,Portugal,2009,"Swine",1959000,
PRT,Portugal,2010,"Cattle",1482667,
PRT,Portugal,2010,"Cattle, dairy",255000,
PRT,Portugal,2010,"Cattle, non-dairy",1227667,
PRT,Portugal,2010,"Goats",425667,
PRT,Portugal,2010,"Horses",38000,
PRT,Portugal,2010,"Mules and Asses",22333,
PRT,Portugal,2010,"Sheep and Goats",2809384,
PRT,Portugal,2010,"Sheep",2383718,
PRT,Portugal,2010,"Swine",1937667,
PRT,Portugal,2011,"Cattle",1490333,
PRT,Portugal,2011,"Cattle, dairy",246667,
PRT,Portugal,2011,"Cattle, non-dairy",1243667,
PRT,Portugal,2011,"Goats",419000,
PRT,Portugal,2011,"Horses",35667,
PRT,Portugal,2011,"Mules and Asses",20667,
PRT,Portugal,2011,"Sheep and Goats",2673513,
PRT,Portugal,2011,"Sheep",2254513,
PRT,Portugal,2011,"Swine",1947000,
PRT,Portugal,2012,"Cattle",1505667,
PRT,Portugal,2012,"Cattle, dairy",240667,
PRT,Portugal,2012,"Cattle, non-dairy",1265000,
PRT,Portugal,2012,"Goats",411826,
PRT,Portugal,2012,"Horses",34333,
PRT,Portugal,2012,"Mules and Asses",19667,
PRT,Portugal,2012,"Sheep and Goats",2574493,
PRT,Portugal,2012,"Sheep",2162667,
PRT,Portugal,2012,"Swine",1973333,
PRT,Portugal,2013,"Cattle",1494333,
PRT,Portugal,2013,"Cattle, dairy",236000,
PRT,Portugal,2013,"Cattle, non-dairy",1258333,
PRT,Portugal,2013,"Goats",404826,
PRT,Portugal,2013,"Horses",32667,
PRT,Portugal,2013,"Mules and Asses",17667,
PRT,Portugal,2013,"Sheep and Goats",2516965,
PRT,Portugal,2013,"Sheep",2112139,
PRT,Portugal,2013,"Swine",2009000,
PRT,Portugal,2014,"Cattle",1502333,
PRT,Portugal,2014,"Cattle, dairy",233333,
PRT,Portugal,2014,"Cattle, non-dairy",1269000,
PRT,Portugal,2014,"Goats",394493,
PRT,Portugal,2014,"Horses",31667,
PRT,Portugal,2014,"Mules and Asses",13333,
PRT,Portugal,2014,"Sheep and Goats",2461078,
PRT,Portugal,2014,"Sheep",2066585,
PRT,Portugal,2014,"Swine",2056000,
PRT,Portugal,2015,"Cattle",1538333,
PRT,Portugal,2015,"Cattle, dairy",235333,
PRT,Portugal,2015,"Cattle, non-dairy",1303000,
PRT,Portugal,2015,"Goats",383922,
PRT,Portugal,2015,"Horses",30333,
PRT,Portugal,2015,"Mules and Asses",11000,
PRT,Portugal,2015,"Sheep and Goats",2434174,
PRT,Portugal,2015,"Sheep",2050252,
PRT,Portugal,2015,"Swine",2132000,
PRT,Portugal,2016,"Cattle",1593000,
PRT,Portugal,2016,"Cattle, dairy",238333,
PRT,Portugal,2016,"Cattle, non-dairy",1354667,
PRT,Portugal,2016,"Goats",366732,
PRT,Portugal,2016,"Horses",29798,
PRT,Portugal,2016,"Mules and Asses",10463,
PRT,Portugal,2016,"Sheep and Goats",2475177,
PRT,Portugal,2016,"Sheep",2108446,
PRT,Portugal,2016,"Swine",2174333,
PRT,Portugal,2017,"Cattle",1633000,
PRT,Portugal,2017,"Cattle, dairy",240000,
PRT,Portugal,2017,"Cattle, non-dairy",1393000,
PRT,Portugal,2017,"Goats",352519,
PRT,Portugal,2017,"Horses",28930,
PRT,Portugal,2017,"Mules and Asses",12593,
PRT,Portugal,2017,"Sheep and Goats",2524670,
PRT,Portugal,2017,"Sheep",2172150,
PRT,Portugal,2017,"Swine",2188667,
PRT,Portugal,2018,"Cattle",1658500,
PRT,Portugal,2018,"Cattle, dairy",238833,
PRT,Portugal,2018,"Cattle, non-dairy",1419667,
PRT,Portugal,2018,"Goats",339815,
PRT,Portugal,2018,"Horses",29395,
PRT,Portugal,2018,"Mules and Asses",13390,
PRT,Portugal,2018,"Sheep and Goats",2566966,
PRT,Portugal,2018,"Sheep",2227150,
PRT,Portugal,2018,"Swine",2172333,
PRT,Portugal,2019,"Cattle",1678333,
PRT,Portugal,2019,"Cattle, dairy",237667,
PRT,Portugal,2019,"Cattle, non-dairy",1440667,
PRT,Portugal,2019,"Goats",329462,
PRT,Portugal,2019,"Horses",29395,
PRT,Portugal,2019,"Mules and Asses",13390,
PRT,Portugal,2019,"Sheep and Goats",2546946,
PRT,Portugal,2019,"Sheep",2217484,
PRT,Portugal,2019,"Swine",2207333,
ROU,Romania,1990,"Buffaloes",64572,
ROU,Romania,1990,"Cattle",5316428,
ROU,Romania,1990,"Cattle, dairy",3002060,
ROU,Romania,1990,"Cattle, non-dairy",2314368,
ROU,Romania,1990,"Goats",1005000,
ROU,Romania,1990,"Horses",670000,
ROU,Romania,1990,"Mules and Asses",35000,
ROU,Romania,1990,"Sheep and Goats",15067000,
ROU,Romania,1990,"Sheep",14062000,
ROU,Romania,1990,"Swine",12003000,
ROU,Romania,1991,"Buffaloes",52260,
ROU,Romania,1991,"Cattle",4302740,
ROU,Romania,1991,"Cattle, dairy",2429655,
ROU,Romania,1991,"Cattle, non-dairy",1873086,
ROU,Romania,1991,"Goats",954000,
ROU,Romania,1991,"Horses",749000,
ROU,Romania,1991,"Mules and Asses",35000,
ROU,Romania,1991,"Sheep and Goats",14833000,
ROU,Romania,1991,"Sheep",13879000,
ROU,Romania,1991,"Swine",10954000,
ROU,Romania,1992,"Buffaloes",44196,
ROU,Romania,1992,"Cattle",3638804,
ROU,Romania,1992,"Cattle, dairy",2054746,
ROU,Romania,1992,"Cattle, non-dairy",1584058,
ROU,Romania,1992,"Goats",805000,
ROU,Romania,1992,"Horses",721000,
ROU,Romania,1992,"Mules and Asses",35000,
ROU,Romania,1992,"Sheep and Goats",12884000,
ROU,Romania,1992,"Sheep",12079000,
ROU,Romania,1992,"Swine",9852000,
ROU,Romania,1993,"Buffaloes",43164,
ROU,Romania,1993,"Cattle",3553836,
ROU,Romania,1993,"Cattle, dairy",2006766,
ROU,Romania,1993,"Cattle, non-dairy",1547070,
ROU,Romania,1993,"Goats",776000,
ROU,Romania,1993,"Horses",751000,
ROU,Romania,1993,"Mules and Asses",34000,
ROU,Romania,1993,"Sheep and Goats",12275000,
ROU,Romania,1993,"Sheep",11499000,
ROU,Romania,1993,"Swine",9262000,
ROU,Romania,1994,"Buffaloes",41772,
ROU,Romania,1994,"Cattle",3439228,
ROU,Romania,1994,"Cattle, dairy",1942050,
ROU,Romania,1994,"Cattle, non-dairy",1497178,
ROU,Romania,1994,"Goats",745000,
ROU,Romania,1994,"Horses",784000,
ROU,Romania,1994,"Mules and Asses",33000,
ROU,Romania,1994,"Sheep and Goats",11642000,
ROU,Romania,1994,"Sheep",10897000,
ROU,Romania,1994,"Swine",7758000,
ROU,Romania,1995,"Buffaloes",41952,
ROU,Romania,1995,"Cattle",3454048,
ROU,Romania,1995,"Cattle, dairy",1950418,
ROU,Romania,1995,"Cattle, non-dairy",1503630,
ROU,Romania,1995,"Goats",705000,
ROU,Romania,1995,"Horses",806000,
ROU,Romania,1995,"Mules and Asses",32000,
ROU,Romania,1995,"Sheep and Goats",11086000,
ROU,Romania,1995,"Sheep",10381000,
ROU,Romania,1995,"Swine",7960000,
ROU,Romania,1996,"Buffaloes",41220,
ROU,Romania,1996,"Cattle",3393780,
ROU,Romania,1996,"Cattle, dairy",1916387,
ROU,Romania,1996,"Cattle, non-dairy",1477394,
ROU,Romania,1996,"Goats",654000,
ROU,Romania,1996,"Horses",816000,
ROU,Romania,1996,"Mules and Asses",31000,
ROU,Romania,1996,"Sheep and Goats",10317000,
ROU,Romania,1996,"Sheep",9663000,
ROU,Romania,1996,"Swine",8235000,
ROU,Romania,1997,"Buffaloes",38820,
ROU,Romania,1997,"Cattle",3196180,
ROU,Romania,1997,"Cattle, dairy",1804807,
ROU,Romania,1997,"Cattle, non-dairy",1391374,
ROU,Romania,1997,"Goats",610000,
ROU,Romania,1997,"Horses",822000,
ROU,Romania,1997,"Mules and Asses",30000,
ROU,Romania,1997,"Sheep and Goats",9547000,
ROU,Romania,1997,"Sheep",8937000,
ROU,Romania,1997,"Swine",7097000,
ROU,Romania,1998,"Buffaloes",37716,
ROU,Romania,1998,"Cattle",3105284,
ROU,Romania,1998,"Cattle, dairy",1753480,
ROU,Romania,1998,"Cattle, non-dairy",1351804,
ROU,Romania,1998,"Goats",585000,
ROU,Romania,1998,"Horses",839000,
ROU,Romania,1998,"Mules and Asses",30500,
ROU,Romania,1998,"Sheep and Goats",8994000,
ROU,Romania,1998,"Sheep",8409000,
ROU,Romania,1998,"Swine",7194000,
ROU,Romania,1999,"Buffaloes",36612,
ROU,Romania,1999,"Cattle",3014388,
ROU,Romania,1999,"Cattle, dairy",1702153,
ROU,Romania,1999,"Cattle, non-dairy",1312235,
ROU,Romania,1999,"Goats",558000,
ROU,Romania,1999,"Horses",858000,
ROU,Romania,1999,"Mules and Asses",31000,
ROU,Romania,1999,"Sheep and Goats",8679000,
ROU,Romania,1999,"Sheep",8121000,
ROU,Romania,1999,"Swine",5848000,
ROU,Romania,2000,"Buffaloes",34440,
ROU,Romania,2000,"Cattle",2835560,
ROU,Romania,2000,"Cattle, dairy",1601173,
ROU,Romania,2000,"Cattle, non-dairy",1234387,
ROU,Romania,2000,"Goats",538000,
ROU,Romania,2000,"Horses",865000,
ROU,Romania,2000,"Mules and Asses",30000,
ROU,Romania,2000,"Sheep and Goats",8195000,
ROU,Romania,2000,"Sheep",7657000,
ROU,Romania,2000,"Swine",4797000,
ROU,Romania,2001,"Buffaloes",33600,
ROU,Romania,2001,"Cattle",2766400,
ROU,Romania,2001,"Cattle, dairy",1562120,
ROU,Romania,2001,"Cattle, non-dairy",1204280,
ROU,Romania,2001,"Goats",525000,
ROU,Romania,2001,"Horses",860000,
ROU,Romania,2001,"Mules and Asses",31000,
ROU,Romania,2001,"Sheep and Goats",7776000,
ROU,Romania,2001,"Sheep",7251000,
ROU,Romania,2001,"Swine",4447000,
ROU,Romania,2002,"Buffaloes",34536,
ROU,Romania,2002,"Cattle",2843464,
ROU,Romania,2002,"Cattle, dairy",1605636,
ROU,Romania,2002,"Cattle, non-dairy",1237828,
ROU,Romania,2002,"Goats",633000,
ROU,Romania,2002,"Horses",879000,
ROU,Romania,2002,"Mules and Asses",28000,
ROU,Romania,2002,"Sheep and Goats",7945000,
ROU,Romania,2002,"Sheep",7312000,
ROU,Romania,2002,"Swine",5058000,
ROU,Romania,2003,"Buffaloes",34764,
ROU,Romania,2003,"Cattle",2862236,
ROU,Romania,2003,"Cattle, dairy",1616236,
ROU,Romania,2003,"Cattle, non-dairy",1246000,
ROU,Romania,2003,"Goats",678000,
ROU,Romania,2003,"Horses",897000,
ROU,Romania,2003,"Mules and Asses",28000,
ROU,Romania,2003,"Sheep and Goats",8125000,
ROU,Romania,2003,"Sheep",7447000,
ROU,Romania,2003,"Swine",5145000,
ROU,Romania,2004,"Buffaloes",33793,
ROU,Romania,2004,"Cattle",2774268,
ROU,Romania,2004,"Cattle, dairy",1566397,
ROU,Romania,2004,"Cattle, non-dairy",1207871,
ROU,Romania,2004,"Goats",660716,
ROU,Romania,2004,"Horses",840000,
ROU,Romania,2004,"Mules and Asses",28000,
ROU,Romania,2004,"Sheep and Goats",8086043,
ROU,Romania,2004,"Sheep",7425327,
ROU,Romania,2004,"Swine",6494666,
ROU,Romania,2005,"Buffaloes",44808,
ROU,Romania,2005,"Cattle",2816863,
ROU,Romania,2005,"Cattle, dairy",1625681,
ROU,Romania,2005,"Cattle, non-dairy",1191182,
ROU,Romania,2005,"Goats",686765,
ROU,Romania,2005,"Horses",834000,
ROU,Romania,2005,"Mules and Asses",29000,
ROU,Romania,2005,"Sheep and Goats",8297723,
ROU,Romania,2005,"Sheep",7610958,
ROU,Romania,2005,"Swine",6622302,
ROU,Romania,2006,"Buffaloes",40592,
ROU,Romania,2006,"Cattle",2893004,
ROU,Romania,2006,"Cattle, dairy",1639362,
ROU,Romania,2006,"Cattle, non-dairy",1253642,
ROU,Romania,2006,"Goats",727406,
ROU,Romania,2006,"Horses",805000,
ROU,Romania,2006,"Mules and Asses",29000,
ROU,Romania,2006,"Sheep and Goats",8405613,
ROU,Romania,2006,"Sheep",7678207,
ROU,Romania,2006,"Swine",6814605,
ROU,Romania,2007,"Buffaloes",32156,
ROU,Romania,2007,"Cattle",2786827,
ROU,Romania,2007,"Cattle, dairy",1572927,
ROU,Romania,2007,"Cattle, non-dairy",1213900,
ROU,Romania,2007,"Goats",865070,
ROU,Romania,2007,"Horses",862000,
ROU,Romania,2007,"Mules and Asses",29000,
ROU,Romania,2007,"Sheep and Goats",9334265,
ROU,Romania,2007,"Sheep",8469195,
ROU,Romania,2007,"Swine",6564907,
ROU,Romania,2008,"Buffaloes",30083,
ROU,Romania,2008,"Cattle",2653495,
ROU,Romania,2008,"Cattle, dairy",1483281,
ROU,Romania,2008,"Cattle, non-dairy",1170214,
ROU,Romania,2008,"Goats",898307,
ROU,Romania,2008,"Horses",820000,
ROU,Romania,2008,"Mules and Asses",29000,
ROU,Romania,2008,"Sheep and Goats",9779889,
ROU,Romania,2008,"Sheep",8881582,
ROU,Romania,2008,"Swine",6173614,
ROU,Romania,2009,"Buffaloes",29922,
ROU,Romania,2009,"Cattle",2482374,
ROU,Romania,2009,"Cattle, dairy",1419027,
ROU,Romania,2009,"Cattle, non-dairy",1063347,
ROU,Romania,2009,"Goats",917304,
ROU,Romania,2009,"Horses",764000,
ROU,Romania,2009,"Mules and Asses",30000,
ROU,Romania,2009,"Sheep and Goats",10058786,
ROU,Romania,2009,"Sheep",9141482,
ROU,Romania,2009,"Swine",5793415,
ROU,Romania,2010,"Buffaloes",25434,
ROU,Romania,2010,"Cattle",1975671,
ROU,Romania,2010,"Cattle, dairy",1178565,
ROU,Romania,2010,"Cattle, non-dairy",797106,
ROU,Romania,2010,"Goats",1240786,
ROU,Romania,2010,"Horses",610000,
ROU,Romania,2010,"Mules and Asses",30000,
ROU,Romania,2010,"Sheep and Goats",9658223,
ROU,Romania,2010,"Sheep",8417437,
ROU,Romania,2010,"Swine",5428272,
ROU,Romania,2011,"Buffaloes",21203,
ROU,Romania,2011,"Cattle",1967736,
ROU,Romania,2011,"Cattle, dairy",1154042,
ROU,Romania,2011,"Cattle, non-dairy",813694,
ROU,Romania,2011,"Goats",1236143,
ROU,Romania,2011,"Horses",596380,
ROU,Romania,2011,"Mules and Asses",30000,
ROU,Romania,2011,"Sheep and Goats",9769577,
ROU,Romania,2011,"Sheep",8533434,
ROU,Romania,2011,"Swine",5363797,
ROU,Romania,2012,"Buffaloes",20240,
ROU,Romania,2012,"Cattle",1988895,
ROU,Romania,2012,"Cattle, dairy",1146938,
ROU,Romania,2012,"Cattle, non-dairy",841957,
ROU,Romania,2012,"Goats",1265676,
ROU,Romania,2012,"Horses",574624,
ROU,Romania,2012,"Mules and Asses",30000,
ROU,Romania,2012,"Sheep and Goats",10099506,
ROU,Romania,2012,"Sheep",8833830,
ROU,Romania,2012,"Swine",5234313,
ROU,Romania,2013,"Buffaloes",18226,
ROU,Romania,2013,"Cattle",2004182,
ROU,Romania,2013,"Cattle, dairy",1154816,
ROU,Romania,2013,"Cattle, non-dairy",849366,
ROU,Romania,2013,"Goats",1312967,
ROU,Romania,2013,"Horses",548245,
ROU,Romania,2013,"Mules and Asses",30000,
ROU,Romania,2013,"Sheep and Goats",10448645,
ROU,Romania,2013,"Sheep",9135678,
ROU,Romania,2013,"Swine",5180173,
ROU,Romania,2014,"Buffaloes",20086,
ROU,Romania,2014,"Cattle",2048802,
ROU,Romania,2014,"Cattle, dairy",1173220,
ROU,Romania,2014,"Cattle, non-dairy",875582,
ROU,Romania,2014,"Goats",1417176,
ROU,Romania,2014,"Horses",524741,
ROU,Romania,2014,"Mules and Asses",30000,
ROU,Romania,2014,"Sheep and Goats",10935401,
ROU,Romania,2014,"Sheep",9518225,
ROU,Romania,2014,"Swine",5041788,
ROU,Romania,2015,"Buffaloes",18384,
ROU,Romania,2015,"Cattle",2074030,
ROU,Romania,2015,"Cattle, dairy",1176145,
ROU,Romania,2015,"Cattle, non-dairy",897885,
ROU,Romania,2015,"Goats",1440151,
ROU,Romania,2015,"Horses",503466,
ROU,Romania,2015,"Mules and Asses",30000,
ROU,Romania,2015,"Sheep and Goats",11249663,
ROU,Romania,2015,"Sheep",9809512,
ROU,Romania,2015,"Swine",4926928,
ROU,Romania,2016,"Buffaloes",19302,
ROU,Romania,2016,"Cattle",2061931,
ROU,Romania,2016,"Cattle, dairy",1201132,
ROU,Romania,2016,"Cattle, non-dairy",860799,
ROU,Romania,2016,"Goats",1483146,
ROU,Romania,2016,"Horses",519906,
ROU,Romania,2016,"Mules and Asses",31330,
ROU,Romania,2016,"Sheep and Goats",11358629,
ROU,Romania,2016,"Sheep",9875483,
ROU,Romania,2016,"Swine",4707719,
ROU,Romania,2017,"Buffaloes",18819,
ROU,Romania,2017,"Cattle",1992309,
ROU,Romania,2017,"Cattle, dairy",1160136,
ROU,Romania,2017,"Cattle, non-dairy",832173,
ROU,Romania,2017,"Goats",1503270,
ROU,Romania,2017,"Horses",480740,
ROU,Romania,2017,"Mules and Asses",30344,
ROU,Romania,2017,"Sheep and Goats",11485129,
ROU,Romania,2017,"Sheep",9981859,
ROU,Romania,2017,"Swine",4406014,
ROU,Romania,2018,"Buffaloes",19075,
ROU,Romania,2018,"Cattle",1958160,
ROU,Romania,2018,"Cattle, dairy",1143240,
ROU,Romania,2018,"Cattle, non-dairy",814920,
ROU,Romania,2018,"Goats",1539317,
ROU,Romania,2018,"Horses",447791,
ROU,Romania,2018,"Mules and Asses",30414,
ROU,Romania,2018,"Sheep and Goats",11715717,
ROU,Romania,2018,"Sheep",10176400,
ROU,Romania,2018,"Swine",3925283,
ROU,Romania,2019,"Buffaloes",19021,
ROU,Romania,2019,"Cattle",1904259,
ROU,Romania,2019,"Cattle, dairy",1124809,
ROU,Romania,2019,"Cattle, non-dairy",779450,
ROU,Romania,2019,"Goats",1598862,
ROU,Romania,2019,"Horses",406702,
ROU,Romania,2019,"Mules and Asses",30414,
ROU,Romania,2019,"Sheep and Goats",11957561,
ROU,Romania,2019,"Sheep",10358699,
ROU,Romania,2019,"Swine",3834136,
RUS,Russian Federation,1992,"Buffaloes",23000,
RUS,Russian Federation,1992,"Camels",10000,
RUS,Russian Federation,1992,"Cattle",56807479,
RUS,Russian Federation,1992,"Cattle, dairy",20954716,
RUS,Russian Federation,1992,"Cattle, non-dairy",35852763,
RUS,Russian Federation,1992,"Goats",3338460,
RUS,Russian Federation,1992,"Horses",2590000,
RUS,Russian Federation,1992,"Mules and Asses",21600,
RUS,Russian Federation,1992,"Sheep and Goats",60283205,
RUS,Russian Federation,1992,"Sheep",56944745,
RUS,Russian Federation,1992,"Swine",37754728,
RUS,Russian Federation,1993,"Buffaloes",22000,
RUS,Russian Federation,1993,"Camels",10300,
RUS,Russian Federation,1993,"Cattle",54242801,
RUS,Russian Federation,1993,"Cattle, dairy",20627617,
RUS,Russian Federation,1993,"Cattle, non-dairy",33615184,
RUS,Russian Federation,1993,"Goats",3474835,
RUS,Russian Federation,1993,"Horses",2556000,
RUS,Russian Federation,1993,"Mules and Asses",21600,
RUS,Russian Federation,1993,"Sheep and Goats",56042488,
RUS,Russian Federation,1993,"Sheep",52567653,
RUS,Russian Federation,1993,"Swine",33631840,
RUS,Russian Federation,1994,"Buffaloes",17900,
RUS,Russian Federation,1994,"Camels",10500,
RUS,Russian Federation,1994,"Cattle",50773990,
RUS,Russian Federation,1994,"Cattle, dairy",20208808,
RUS,Russian Federation,1994,"Cattle, non-dairy",30565182,
RUS,Russian Federation,1994,"Goats",3377736,
RUS,Russian Federation,1994,"Horses",2490000,
RUS,Russian Federation,1994,"Mules and Asses",26200,
RUS,Russian Federation,1994,"Sheep and Goats",47689792,
RUS,Russian Federation,1994,"Sheep",44312056,
RUS,Russian Federation,1994,"Swine",30470319,
RUS,Russian Federation,1995,"Buffaloes",23500,
RUS,Russian Federation,1995,"Camels",10400,
RUS,Russian Federation,1995,"Cattle",44916411,
RUS,Russian Federation,1995,"Cattle, dairy",18747562,
RUS,Russian Federation,1995,"Cattle, non-dairy",26168849,
RUS,Russian Federation,1995,"Goats",3026434,
RUS,Russian Federation,1995,"Horses",2431000,
RUS,Russian Federation,1995,"Mules and Asses",25800,
RUS,Russian Federation,1995,"Sheep and Goats",37684231,
RUS,Russian Federation,1995,"Sheep",34657797,
RUS,Russian Federation,1995,"Swine",26524553,
RUS,Russian Federation,1996,"Buffaloes",23548,
RUS,Russian Federation,1996,"Camels",9500,
RUS,Russian Federation,1996,"Cattle",41162544,
RUS,Russian Federation,1996,"Cattle, dairy",17767284,
RUS,Russian Federation,1996,"Cattle, non-dairy",23395260,
RUS,Russian Federation,1996,"Goats",2926062,
RUS,Russian Federation,1996,"Horses",2363000,
RUS,Russian Federation,1996,"Mules and Asses",27300,
RUS,Russian Federation,1996,"Sheep and Goats",30577457,
RUS,Russian Federation,1996,"Sheep",27651395,
RUS,Russian Federation,1996,"Swine",24147277,
RUS,Russian Federation,1997,"Buffaloes",20840,
RUS,Russian Federation,1997,"Camels",8000,
RUS,Russian Federation,1997,"Cattle",36385285,
RUS,Russian Federation,1997,"Cattle, dairy",16175606,
RUS,Russian Federation,1997,"Cattle, non-dairy",20209679,
RUS,Russian Federation,1997,"Goats",2667495,
RUS,Russian Federation,1997,"Horses",2197000,
RUS,Russian Federation,1997,"Mules and Asses",27300,
RUS,Russian Federation,1997,"Sheep and Goats",24844252,
RUS,Russian Federation,1997,"Sheep",22176757,
RUS,Russian Federation,1997,"Swine",20395705,
RUS,Russian Federation,1998,"Buffaloes",16586,
RUS,Russian Federation,1998,"Camels",7400,
RUS,Russian Federation,1998,"Cattle",32662368,
RUS,Russian Federation,1998,"Cattle, dairy",14812184,
RUS,Russian Federation,1998,"Cattle, non-dairy",17850184,
RUS,Russian Federation,1998,"Goats",2499481,
RUS,Russian Federation,1998,"Horses",2013000,
RUS,Russian Federation,1998,"Mules and Asses",28300,
RUS,Russian Federation,1998,"Sheep and Goats",20482434,
RUS,Russian Federation,1998,"Sheep",17982953,
RUS,Russian Federation,1998,"Swine",18510316,
RUS,Russian Federation,1999,"Buffaloes",16141,
RUS,Russian Federation,1999,"Camels",6700,
RUS,Russian Federation,1999,"Cattle",29502427,
RUS,Russian Federation,1999,"Cattle, dairy",13727968,
RUS,Russian Federation,1999,"Cattle, non-dairy",15774459,
RUS,Russian Federation,1999,"Goats",2339104,
RUS,Russian Federation,1999,"Horses",1801000,
RUS,Russian Federation,1999,"Mules and Asses",25500,
RUS,Russian Federation,1999,"Sheep and Goats",16972687,
RUS,Russian Federation,1999,"Sheep",14633583,
RUS,Russian Federation,1999,"Swine",18403616,
RUS,Russian Federation,2000,"Buffaloes",16500,
RUS,Russian Federation,2000,"Camels",6200,
RUS,Russian Federation,2000,"Cattle",29041056,
RUS,Russian Federation,2000,"Cattle, dairy",13392717,
RUS,Russian Federation,2000,"Cattle, non-dairy",15648339,
RUS,Russian Federation,2000,"Goats",2343468,
RUS,Russian Federation,2000,"Horses",1683000,
RUS,Russian Federation,2000,"Mules and Asses",25500,
RUS,Russian Federation,2000,"Sheep and Goats",16093341,
RUS,Russian Federation,2000,"Sheep",13749873,
RUS,Russian Federation,2000,"Swine",19495157,
RUS,Russian Federation,2001,"Buffaloes",17370,
RUS,Russian Federation,2001,"Camels",5900,
RUS,Russian Federation,2001,"Cattle",28280874,
RUS,Russian Federation,2001,"Cattle, dairy",12900540,
RUS,Russian Federation,2001,"Cattle, non-dairy",15380334,
RUS,Russian Federation,2001,"Goats",2413292,
RUS,Russian Federation,2001,"Horses",1619000,
RUS,Russian Federation,2001,"Mules and Asses",25700,
RUS,Russian Federation,2001,"Sheep and Goats",16117343,
RUS,Russian Federation,2001,"Sheep",13704051,
RUS,Russian Federation,2001,"Swine",16759369,
RUS,Russian Federation,2002,"Buffaloes",14004,
RUS,Russian Federation,2002,"Camels",6100,
RUS,Russian Federation,2002,"Cattle",28098545,
RUS,Russian Federation,2002,"Cattle, dairy",12448104,
RUS,Russian Federation,2002,"Cattle, non-dairy",15650441,
RUS,Russian Federation,2002,"Goats",2500572,
RUS,Russian Federation,2002,"Horses",1578000,
RUS,Russian Federation,2002,"Mules and Asses",23900,
RUS,Russian Federation,2002,"Sheep and Goats",16721757,
RUS,Russian Federation,2002,"Sheep",14221185,
RUS,Russian Federation,2002,"Swine",17123216,
RUS,Russian Federation,2003,"Buffaloes",15863,
RUS,Russian Federation,2003,"Camels",6300,
RUS,Russian Federation,2003,"Cattle",27501647,
RUS,Russian Federation,2003,"Cattle, dairy",11977326,
RUS,Russian Federation,2003,"Cattle, non-dairy",15524321,
RUS,Russian Federation,2003,"Goats",2533302,
RUS,Russian Federation,2003,"Horses",1538000,
RUS,Russian Federation,2003,"Mules and Asses",23200,
RUS,Russian Federation,2003,"Sheep and Goats",17511641,
RUS,Russian Federation,2003,"Sheep",14978339,
RUS,Russian Federation,2003,"Swine",18498579,
RUS,Russian Federation,2004,"Buffaloes",17943,
RUS,Russian Federation,2004,"Camels",6790,
RUS,Russian Federation,2004,"Cattle",25851837,
RUS,Russian Federation,2004,"Cattle, dairy",11299691,
RUS,Russian Federation,2004,"Cattle, non-dairy",14552146,
RUS,Russian Federation,2004,"Goats",2575851,
RUS,Russian Federation,2004,"Horses",1498500,
RUS,Russian Federation,2004,"Mules and Asses",24220,
RUS,Russian Federation,2004,"Sheep and Goats",18580166,
RUS,Russian Federation,2004,"Sheep",16004315,
RUS,Russian Federation,2004,"Swine",17050447,
RUS,Russian Federation,2005,"Buffaloes",17288,
RUS,Russian Federation,2005,"Camels",6654,
RUS,Russian Federation,2005,"Cattle",23832006,
RUS,Russian Federation,2005,"Cattle, dairy",10446890,
RUS,Russian Federation,2005,"Cattle, non-dairy",13385116,
RUS,Russian Federation,2005,"Goats",2484643,
